frame, timestamp, x_0, x_16, y_21, y_8
467, 18.640, 290.5, 387.4, 131.9, 230.8
468, 18.680, 292.5, 387.8, 128.7, 224.6
469, 18.720, 294.8, 391.1, 123.5, 222.1
470, 18.760, 300.4, 395.0, 118.0, 217.0
471, 18.800, 302.3, 399.3, 113.8, 211.0
472, 18.840, 303.3, 403.3, 111.8, 209.2
473, 18.880, 304.4, 406.2, 110.8, 211.9
474, 18.920, 306.2, 407.7, 111.6, 209.4
475, 18.960, 306.8, 406.5, 113.9, 209.5
476, 19.000, 308.8, 407.3, 116.2, 208.6
477, 19.040, 310.3, 407.9, 117.2, 212.2
478, 19.080, 313.4, 411.2, 118.3, 211.7
479, 19.120, 316.9, 415.6, 119.7, 212.5
480, 19.160, 319.6, 419.2, 121.2, 214.9
481, 19.200, 321.2, 421.6, 122.4, 217.0
482, 19.240, 321.2, 422.0, 123.2, 218.9
483, 19.280, 319.7, 421.1, 123.7, 220.7
484, 19.320, 317.7, 419.1, 124.0, 222.1
485, 19.360, 315.6, 416.2, 123.9, 222.4
486, 19.400, 313.9, 413.3, 122.9, 221.1
487, 19.440, 312.0, 410.1, 122.0, 215.1
488, 19.480, 311.0, 407.7, 121.0, 216.6
489, 19.520, 310.6, 406.2, 120.3, 216.8
490, 19.560, 311.0, 406.3, 120.1, 216.0
491, 19.600, 312.4, 407.5, 119.8, 215.7
492, 19.640, 314.3, 410.4, 120.0, 219.2
493, 19.680, 316.5, 413.6, 121.2, 219.3
494, 19.720, 318.0, 416.2, 122.6, 220.3
495, 19.760, 319.2, 418.8, 124.2, 221.6
496, 19.800, 319.5, 420.4, 124.7, 222.9
497, 19.840, 319.4, 420.7, 125.3, 224.3
498, 19.880, 318.8, 420.0, 125.5, 226.2
499, 19.920, 317.4, 418.4, 126.6, 228.7
500, 19.960, 315.0, 415.7, 127.9, 231.2
501, 20.000, 311.2, 412.2, 129.6, 232.2
502, 20.040, 307.5, 407.7, 131.4, 231.4
503, 20.080, 304.1, 402.9, 132.5, 231.5
504, 20.120, 301.9, 397.5, 133.4, 233.1
505, 20.160, 298.8, 392.5, 134.1, 236.5
506, 20.200, 296.9, 388.3, 135.1, 238.4
507, 20.240, 294.8, 386.0, 136.0, 238.3
508, 20.280, 288.0, 384.1, 136.7, 235.7
509, 20.320, 288.6, 382.3, 136.6, 234.9
510, 20.360, 287.8, 380.4, 136.6, 234.6
511, 20.400, 286.9, 379.1, 136.7, 234.8
512, 20.440, 293.3, 382.0, 136.9, 235.1
513, 20.480, 296.1, 382.4, 137.5, 235.9
